price,time
10617.05506763,2020-10-04 14:30:00
10753.0,2020-10-05 14:30:00
10709.0,2020-10-06 14:30:00
10629.0,2020-10-07 14:30:00
10752.48620883,2020-10-08 14:30:00
11065.0,2020-10-09 14:30:00
11340.0,2020-10-10 14:30:00
11399.0,2020-10-11 14:30:00
11504.0,2020-10-12 14:30:00
11390.758522,2020-10-13 14:30:00
11418.0,2020-10-14 14:30:00
11400.920671,2020-10-15 14:30:00
11385.0,2020-10-16 14:30:00
11352.0,2020-10-17 14:30:00
11463.08762302,2020-10-18 14:30:00
11659.95577287,2020-10-19 14:30:00
11931.0,2020-10-20 14:30:00
12729.0,2020-10-21 14:30:00
12862.0,2020-10-22 14:30:00
12955.788741,2020-10-23 14:30:00
12995.53324458,2020-10-24 14:30:00
13014.34293537,2020-10-25 14:30:00
13190.0,2020-10-26 14:30:00
13363.31918944,2020-10-27 14:30:00
13051.101942,2020-10-28 14:30:00
13380.0,2020-10-29 14:30:00
13315.47349222,2020-10-30 14:30:00
13789.0,2020-10-31 14:30:00
13786.0,2020-11-01 14:30:00
13408.71153298,2020-11-02 14:30:00
13690.0,2020-11-03 14:30:00
13779.0,2020-11-04 14:30:00
14868.7891557,2020-11-05 14:30:00
15516.0,2020-11-06 14:30:00
15447.0,2020-11-07 14:30:00
15270.0,2020-11-08 14:30:00
15323.0,2020-11-09 14:30:00
15295.09651093,2020-11-10 14:30:00
15597.0,2020-11-11 14:30:00
16017.0,2020-11-12 14:30:00
16211.24005254,2020-11-13 14:30:00
16027.0,2020-11-14 14:30:00
16086.0,2020-11-15 14:30:00
16414.23965373,2020-11-16 14:30:00
17051.0,2020-11-17 14:30:00
17873.0,2020-11-18 14:30:00
17882.0,2020-11-19 14:30:00
18376.0,2020-11-20 14:30:00
18663.0,2020-11-21 14:30:00
18268.0554375,2020-11-22 14:30:00
18544.0,2020-11-23 14:30:00
19236.208832,2020-11-24 14:30:00
19180.0,2020-11-25 14:30:00
16957.98266206,2020-11-26 14:30:00
16939.82745478,2020-11-27 14:30:00
17360.0,2020-11-28 14:30:00
18118.0,2020-11-29 14:30:00
19268.0,2020-11-30 14:30:00
18927.0,2020-12-01 14:30:00
18940.0,2020-12-02 14:30:00
19394.0,2020-12-03 14:30:00
19139.0,2020-12-04 14:30:00
19010.0,2020-12-05 14:30:00
19099.86354195,2020-12-06 14:30:00
19233.914625,2020-12-07 14:30:00
18971.0,2020-12-08 14:30:00
18468.0,2020-12-09 14:30:00
18091.0,2020-12-10 14:30:00
18036.0,2020-12-11 14:30:00
18466.0,2020-12-12 14:30:00
19325.0,2020-12-13 14:30:00
19102.0,2020-12-14 14:30:00
19316.0,2020-12-15 14:30:00
20524.4778384,2020-12-16 14:30:00
23050.0,2020-12-17 14:30:00
22512.0,2020-12-18 14:30:00
23232.0,2020-12-19 14:30:00
23557.0,2020-12-20 14:30:00
22707.0,2020-12-21 14:30:00
23494.927995,2020-12-22 14:30:00
23640.0,2020-12-23 14:30:00
23331.0,2020-12-24 14:30:00
24476.0,2020-12-25 14:30:00
25213.0,2020-12-26 14:30:00
27585.4432,2020-12-27 14:30:00
27216.03073644,2020-12-28 14:30:00
26785.0,2020-12-29 14:30:00
27956.0,2020-12-30 14:30:00
28166.0,2020-12-31 14:30:00
29481.0,2021-01-01 14:30:00
31108.0,2021-01-02 14:30:00
34024.0,2021-01-03 14:30:00
31857.0,2021-01-04 14:30:00
31576.0,2021-01-05 14:30:00
34427.265016000005,2021-01-06 14:30:00
38485.0,2021-01-07 14:30:00
41199.0,2021-01-08 14:30:00
41149.0,2021-01-09 14:30:00
39824.0,2021-01-10 14:30:00
33501.0,2021-01-11 14:30:00
33080.0,2021-01-12 14:30:00
34894.0,2021-01-13 14:30:00
39346.0,2021-01-14 14:30:00
37157.0,2021-01-15 14:30:00
36917.0,2021-01-16 14:30:00
34988.0,2021-01-17 14:30:00
36897.25692647,2021-01-18 14:30:00
37250.0,2021-01-19 14:30:00
35041.0,2021-01-20 14:30:00
31784.0,2021-01-21 14:30:00
32572.0,2021-01-22 14:30:00
31881.0,2021-01-23 14:30:00
32293.159444,2021-01-24 14:30:00
34650.0,2021-01-25 14:30:00
31522.0,2021-01-26 14:30:00
30183.0,2021-01-27 14:30:00
31861.0,2021-01-28 14:30:00
38202.0,2021-01-29 14:30:00
34179.0,2021-01-30 14:30:00
33540.0,2021-01-31 14:30:00
33872.0,2021-02-01 14:30:00
34600.0,2021-02-02 14:30:00
36647.0,2021-02-03 14:30:00
37509.0,2021-02-04 14:30:00
38160.0,2021-02-05 14:30:00
40454.0,2021-02-06 14:30:00
38517.19589731,2021-02-07 14:30:00
43867.0,2021-02-08 14:30:00
46304.0,2021-02-09 14:30:00
45320.62698333,2021-02-10 14:30:00
47715.0,2021-02-11 14:30:00
47281.0,2021-02-12 14:30:00
46841.0,2021-02-13 14:30:00
48920.0,2021-02-14 14:30:00
47835.0,2021-02-15 14:30:00
49205.0,2021-02-16 14:30:00
50989.0,2021-02-17 14:30:00
51961.0,2021-02-18 14:30:00
52736.0,2021-02-19 14:30:00
57090.0,2021-02-20 14:30:00
57248.98198056,2021-02-21 14:30:00
51104.0,2021-02-22 14:30:00
48566.9669586,2021-02-23 14:30:00
49499.0,2021-02-24 14:30:00
51002.0,2021-02-25 14:30:00
46761.0,2021-02-26 14:30:00
47154.0,2021-02-27 14:30:00
44330.0,2021-02-28 14:30:00
48249.0,2021-03-01 14:30:00
49651.69293511,2021-03-02 14:30:00
51101.0,2021-03-03 14:30:00
49687.0,2021-03-04 14:30:00
48688.41412672,2021-03-05 14:30:00
47462.0,2021-03-06 14:30:00
50300.22612368,2021-03-07 14:30:00
50962.0,2021-03-08 14:30:00
54693.0,2021-03-09 14:30:00
56101.0,2021-03-10 14:30:00
56995.63627616,2021-03-11 14:30:00
56111.0,2021-03-12 14:30:00
60143.0,2021-03-13 14:30:00
60257.0,2021-03-14 14:30:00
57119.62643200001,2021-03-15 14:30:00
55391.643952,2021-03-16 14:30:00
54783.0,2021-03-17 14:30:00
57838.0,2021-03-18 14:30:00
58500.0,2021-03-19 14:30:00
59282.492673,2021-03-20 14:30:00
57140.0,2021-03-21 14:30:00
56860.0,2021-03-22 14:30:00
55050.0,2021-03-23 14:30:00
56583.0,2021-03-24 14:30:00
51574.0,2021-03-25 14:30:00
53223.41629616,2021-03-26 14:30:00
54523.0,2021-03-27 14:30:00
55582.0,2021-03-28 14:30:00
58059.0,2021-03-29 14:30:00
58959.0,2021-03-30 14:30:00
58592.0,2021-03-31 14:30:00
59058.0,2021-04-01 14:30:00
59121.0,2021-04-02 14:30:00
59353.0,2021-04-03 14:30:00
58195.0,2021-04-04 14:30:00
58750.0,2021-04-05 14:30:00
57552.0,2021-04-06 14:30:00
56800.0,2021-04-07 14:30:00
57900.0,2021-04-08 14:30:00
58180.0,2021-04-09 14:30:00
60598.0,2021-04-10 14:30:00
59506.0,2021-04-11 14:30:00
60325.589385,2021-04-12 14:30:00
62838.0,2021-04-13 14:30:00
62941.0,2021-04-14 14:30:00
62859.0,2021-04-15 14:30:00
61411.0,2021-04-16 14:30:00
60900.0,2021-04-17 14:30:00
55628.0,2021-04-18 14:30:00
55875.07493248,2021-04-19 14:30:00
56056.0,2021-04-20 14:30:00
55575.0,2021-04-21 14:30:00
54694.16696900001,2021-04-22 14:30:00
49457.24487,2021-04-23 14:30:00
49482.0,2021-04-24 14:30:00
50176.55794044,2021-04-25 14:30:00
53672.0,2021-04-26 14:30:00
54992.02370800001,2021-04-27 14:30:00
54695.03312789,2021-04-28 14:30:00
53676.17225112,2021-04-29 14:30:00
56108.1112501,2021-04-30 14:30:00
57383.0,2021-05-01 14:30:00
56844.0,2021-05-02 14:30:00
57863.0,2021-05-03 14:30:00
55175.0,2021-05-04 14:30:00
55960.0,2021-05-05 14:30:00
57293.45095072,2021-05-06 14:30:00
57010.0,2021-05-07 14:30:00
58776.0,2021-05-08 14:30:00
57299.0,2021-05-09 14:30:00
57435.0,2021-05-10 14:30:00
55695.0,2021-05-11 14:30:00
56782.0,2021-05-12 14:30:00
50575.0,2021-05-13 14:30:00
50713.0,2021-05-14 14:30:00
48983.39020332,2021-05-15 14:30:00
48464.5103071,2021-05-16 14:30:00
44281.0,2021-05-17 14:30:00
43183.0,2021-05-18 14:30:00
35600.0,2021-05-19 14:30:00
41677.52166280001,2021-05-20 14:30:00
38616.0,2021-05-21 14:30:00
38333.16685629,2021-05-22 14:30:00
33671.0,2021-05-23 14:30:00
37634.01266128,2021-05-24 14:30:00
37931.0,2021-05-25 14:30:00
39059.61047905,2021-05-26 14:30:00
40327.89278513,2021-05-27 14:30:00
36860.86981127,2021-05-28 14:30:00
34898.0,2021-05-29 14:30:00
35168.163427,2021-05-30 14:30:00
36490.0,2021-05-31 14:30:00
36893.0611945,2021-06-01 14:30:00
37938.20721627,2021-06-02 14:30:00
38495.02882505,2021-06-03 14:30:00
36397.0,2021-06-04 14:30:00
35918.0,2021-06-05 14:30:00
35698.0,2021-06-06 14:30:00
36007.0,2021-06-07 14:30:00
31981.96606624,2021-06-08 14:30:00
34971.0,2021-06-09 14:30:00
37198.0,2021-06-10 14:30:00
37210.14734114,2021-06-11 14:30:00
35673.0,2021-06-12 14:30:00
35809.81673095,2021-06-13 14:30:00
40883.26829027,2021-06-14 14:30:00
39976.0,2021-06-15 14:30:00
39176.0,2021-06-16 14:30:00
38924.57370018,2021-06-17 14:30:00
36729.0,2021-06-18 14:30:00
36120.0,2021-06-19 14:30:00
34227.0,2021-06-20 14:30:00
32866.0,2021-06-21 14:30:00
29974.0,2021-06-22 14:30:00
34035.78243419,2021-06-23 14:30:00
34042.0,2021-06-24 14:30:00
33021.0,2021-06-25 14:30:00
30974.0,2021-06-26 14:30:00
33008.0,2021-06-27 14:30:00
34442.35645041,2021-06-28 14:30:00
36237.48535483,2021-06-29 14:30:00
34991.0,2021-06-30 14:30:00
33111.0,2021-07-01 14:30:00
33679.0,2021-07-02 14:30:00
34758.0,2021-07-03 14:30:00
35383.0,2021-07-04 14:30:00
33586.0,2021-07-05 14:30:00
34088.0,2021-07-06 14:30:00
34744.02684273,2021-07-07 14:30:00
32600.79126407,2021-07-08 14:30:00
33483.0,2021-07-09 14:30:00
33723.0,2021-07-10 14:30:00
33878.0,2021-07-11 14:30:00
33429.26143275,2021-07-12 14:30:00
32547.0,2021-07-13 14:30:00
32793.0,2021-07-14 14:30:00
31752.0,2021-07-15 14:30:00
31905.0,2021-07-16 14:30:00
31725.0,2021-07-17 14:30:00
31693.0,2021-07-18 14:30:00
30690.0,2021-07-19 14:30:00
29704.62643932,2021-07-20 14:30:00
31645.0,2021-07-21 14:30:00
32105.0,2021-07-22 14:30:00
32562.0,2021-07-23 14:30:00
33864.0,2021-07-24 14:30:00
33971.0,2021-07-25 14:30:00
38430.0,2021-07-26 14:30:00
38181.0,2021-07-27 14:30:00
39639.0,2021-07-28 14:30:00
39900.0,2021-07-29 14:30:00
39019.0,2021-07-30 14:30:00
41468.0,2021-07-31 14:30:00
41306.0,2021-08-01 14:30:00
39614.94352737,2021-08-02 14:30:00
38585.0,2021-08-03 14:30:00
39053.33475038,2021-08-04 14:30:00
38346.0,2021-08-05 14:30:00
40692.0,2021-08-06 14:30:00
43416.0,2021-08-07 14:30:00
44305.0,2021-08-08 14:30:00
45778.72016712,2021-08-09 14:30:00
45455.87675365,2021-08-10 14:30:00
46387.0,2021-08-11 14:30:00
44263.0,2021-08-12 14:30:00
46434.86564068,2021-08-13 14:30:00
46767.0,2021-08-14 14:30:00
46310.0,2021-08-15 14:30:00
46331.0,2021-08-16 14:30:00
45944.0,2021-08-17 14:30:00
45306.0,2021-08-18 14:30:00
45267.0,2021-08-19 14:30:00
47941.0,2021-08-20 14:30:00
49026.0,2021-08-21 14:30:00
48790.53010808,2021-08-22 14:30:00
50066.0,2021-08-23 14:30:00
48599.0,2021-08-24 14:30:00
48163.0,2021-08-25 14:30:00
47141.0,2021-08-26 14:30:00
48114.0,2021-08-27 14:30:00
48566.0,2021-08-28 14:30:00
48320.0,2021-08-29 14:30:00
47866.0,2021-08-30 14:30:00
47541.0,2021-08-31 14:30:00
47595.0,2021-09-01 14:30:00
49996.1406217,2021-09-02 14:30:00
50937.0,2021-09-03 14:30:00
49903.0,2021-09-04 14:30:00
50452.0,2021-09-05 14:30:00
51669.08149788,2021-09-06 14:30:00
49822.0,2021-09-07 14:30:00
46259.0,2021-09-08 14:30:00
47020.0,2021-09-09 14:30:00
45236.0,2021-09-10 14:30:00
45673.0,2021-09-11 14:30:00
45949.0,2021-09-12 14:30:00
44122.0,2021-09-13 14:30:00
46330.0,2021-09-14 14:30:00
47778.65366001,2021-09-15 14:30:00
47630.0,2021-09-16 14:30:00
47491.14176614,2021-09-17 14:30:00
48520.0,2021-09-18 14:30:00
47505.0,2021-09-19 14:30:00
44002.0,2021-09-20 14:30:00
42704.0,2021-09-21 14:30:00
42481.0,2021-09-22 14:30:00
44116.0,2021-09-23 14:30:00
42434.0,2021-09-24 14:30:00
42339.73205966,2021-09-25 14:30:00
43268.0,2021-09-26 14:30:00
43610.56310407,2021-09-27 14:30:00
41508.0,2021-09-28 14:30:00
42207.7959817,2021-09-29 14:30:00
43065.0,2021-09-30 14:30:00
47089.0,2021-10-01 14:30:00
47896.0,2021-10-02 14:30:00
48013.0,2021-10-03 14:30:00
48202.18176286,2021-10-04 14:30:00
49994.0,2021-10-05 14:30:00
54235.0,2021-10-06 14:30:00
54474.0,2021-10-07 14:30:00
54384.0,2021-10-08 14:30:00
55219.0,2021-10-09 14:30:00
55263.0,2021-10-10 14:30:00
57375.0,2021-10-11 14:30:00
56983.0,2021-10-12 14:30:00
54769.0,2021-10-13 14:30:00
57499.0,2021-10-14 14:30:00
59993.0,2021-10-15 14:30:00
61116.0,2021-10-16 14:30:00
60783.0,2021-10-17 14:30:00
62054.2423282,2021-10-18 14:30:00
61695.0,2021-10-19 14:30:00
66267.0,2021-10-20 14:30:00
63713.0,2021-10-21 14:30:00
61853.0,2021-10-22 14:30:00
61230.0,2021-10-23 14:30:00
60315.0,2021-10-24 14:30:00
63034.0,2021-10-25 14:30:00
62089.0,2021-10-26 14:30:00
58870.0,2021-10-27 14:30:00
61384.0,2021-10-28 14:30:00
61108.0,2021-10-29 14:30:00
61081.0,2021-10-30 14:30:00
60560.0,2021-10-31 14:30:00
61782.0,2021-11-01 14:30:00
63348.0,2021-11-02 14:30:00
61984.0,2021-11-03 14:30:00
62026.0,2021-11-04 14:30:00
61639.0,2021-11-05 14:30:00
60432.0,2021-11-06 14:30:00
62034.0,2021-11-07 14:30:00
65486.0,2021-11-08 14:30:00
67764.56236658,2021-11-09 14:30:00
68412.0,2021-11-10 14:30:00
64543.0,2021-11-11 14:30:00
63767.0,2021-11-12 14:30:00
64572.0,2021-11-13 14:30:00
64373.0,2021-11-14 14:30:00
65094.22631474,2021-11-15 14:30:00
60730.0,2021-11-16 14:30:00
60255.0,2021-11-17 14:30:00
59021.0,2021-11-18 14:30:00
57751.0,2021-11-19 14:30:00
58367.04,2021-11-20 14:30:00
58750.14,2021-11-21 14:30:00
58210.54,2021-11-22 14:30:00
57158.16,2021-11-23 14:30:00
56158.0,2021-11-24 14:30:00
58604.22,2021-11-25 14:30:00
54710.03,2021-11-26 14:30:00
54993.88,2021-11-27 14:30:00
54407.97,2021-11-28 14:30:00
57112.0,2021-11-29 14:30:00
58253.29,2021-11-30 14:30:00
58433.05,2021-12-01 14:30:00
56535.83,2021-12-02 14:30:00
56649.7,2021-12-03 14:30:00
47414.22,2021-12-04 14:30:00
49040.42,2021-12-05 14:30:00
48558.67,2021-12-06 14:30:00
51003.03,2021-12-07 14:30:00
50187.93,2021-12-08 14:30:00
48971.1,2021-12-09 14:30:00
49533.22,2021-12-10 14:30:00
48307.67,2021-12-11 14:30:00
49671.52,2021-12-12 14:30:00
47914.43,2021-12-13 14:30:00
46967.9,2021-12-14 14:30:00
47670.04,2021-12-15 14:30:00
48756.85,2021-12-16 14:30:00
46702.35,2021-12-17 14:30:00
46856.47,2021-12-18 14:30:00
47300.7,2021-12-19 14:30:00
45718.57,2021-12-20 14:30:00
48716.06,2021-12-21 14:30:00
48752.76,2021-12-22 14:30:00
48545.5,2021-12-23 14:30:00
51073.72,2021-12-24 14:30:00
50715.62,2021-12-25 14:30:00
49765.13,2021-12-26 14:30:00
51262.05,2021-12-27 14:30:00
48995.31,2021-12-28 14:30:00
47350.0,2021-12-29 14:30:00
47228.98,2021-12-30 14:30:00
47966.68,2021-12-31 14:30:00
47008.05,2022-01-01 14:30:00
47070.58,2022-01-02 14:30:00
47128.37,2022-01-03 14:30:00
46921.28,2022-01-04 14:30:00
46439.99,2022-01-05 14:30:00
42917.99,2022-01-06 14:30:00
41821.0,2022-01-07 14:30:00
41909.74,2022-01-08 14:30:00
41577.95,2022-01-09 14:30:00
39901.32,2022-01-10 14:30:00
41402.48,2022-01-11 14:30:00
43848.07,2022-01-12 14:30:00
44226.0,2022-01-13 14:30:00
42330.01,2022-01-14 14:30:00
42929.22,2022-01-15 14:30:00
43217.44,2022-01-16 14:30:00
42714.46,2022-01-17 14:30:00
41399.96,2022-01-18 14:30:00
42309.14,2022-01-19 14:30:00
42489.34,2022-01-20 14:30:00
38524.71,2022-01-21 14:30:00
35493.65,2022-01-22 14:30:00
35555.47,2022-01-23 14:30:00
33516.81,2022-01-24 14:30:00
36585.99,2022-01-25 14:30:00
38379.65,2022-01-26 14:30:00
36875.78,2022-01-27 14:30:00
37063.64,2022-01-28 14:30:00
38111.79,2022-01-29 14:30:00
37795.71,2022-01-30 14:30:00
37410.0,2022-01-31 14:30:00
38358.14,2022-02-02 14:30:00
36662.86,2022-02-03 14:30:00
37894.09,2022-02-04 14:30:00
41439.45,2022-02-05 14:30:00
41798.01,2022-02-06 14:30:00
42865.31,2022-02-07 14:30:00
43686.25,2022-02-08 14:30:00
44000.0,2022-02-09 14:30:00
43676.15,2022-02-10 14:30:00
43665.68,2022-02-11 14:30:00
42078.95,2022-02-12 14:30:00
42473.94,2022-02-13 14:30:00
42724.12,2022-02-14 14:30:00
44205.82,2022-02-15 14:30:00
43584.03,2022-02-16 14:30:00
42132.6,2022-02-17 14:30:00
40366.17,2022-02-18 14:30:00
39875.8,2022-02-19 14:30:00
38158.01,2022-02-20 14:30:00
38566.13,2022-02-21 14:30:00
37589.15,2022-02-22 14:30:00
38934.51,2022-02-23 14:30:00
35424.44,2022-02-24 14:30:00
39156.54,2022-02-25 14:30:00
39146.18,2022-02-26 14:30:00
38967.59,2022-02-27 14:30:00
